Sample;40.control;41.control;70.control;42.stage1;81.stage1;85.stage1;82.stage2;77.stage2;30.stage2;78.stage3;80.stage3;25.stage3;39.stage4;24.stage4;76.stage4
ko:K13829;0.676416445;0.7458353;0.681243615;0.74688972;0.679068067;0.728544099;0.683406561;0.68380754;0.637783717;0.682375926;0.642384228;0.743657768;0.671549198;0.688306876;0.707671609
ko:K13993;0.862340694;0.726091583;0.628112156;0.896439859;0.81345032;0.915084264;0.815254658;0.564688059;0.624014883;0.740172849;0.798073773;0.703783404;0.596030254;0.918875197;0.666212301
ko:K14155;0.772801777;0.737871472;0.720102383;0.721971711;0.769062309;0.763221174;0.670390392;0.745772335;0.678003442;0.673963269;0.674863136;0.780362267;0.7290379;0.703740167;0.711871433
ko:K14162;0.762002451;0.769680111;0.737346618;0.84495883;0.82719623;0.863380104;0.71654558;0.76776969;0.731491473;0.71007063;0.644000465;0.666155099;0.648374218;0.671187422;0.672396509
ko:K14170;0.754317135;0.740534146;0.725185297;0.722783683;0.752572469;0.743501902;0.74721751;0.751352886;0.743730535;0.561893928;0.67945692;0.62523172;0.692360014;0.684069588;0.714985131
ko:K14441;0.795195617;0.779083892;0.77397036;0.802350918;0.893346346;0.821274873;0.853010345;0.804659929;0.833789217;0.783019852;0.864230188;0.710444697;0.747583431;0.868880872;0.805605345
ko:K14540;0.810544208;0.780172398;0.685724002;0.793815412;0.857026356;0.804270408;0.67790244;0.938459288;0.697337069;0.660630447;0.780001174;0.712636913;0.865531508;0.806499896;0.822409683
ko:K14652;0.703550173;0.866483123;0.898755913;0.829651455;0.736522051;0.832539646;0.673228475;0.853515308;0.715989573;0.736610512;0.875359873;0.822024018;0.877007594;0.797310664;0.837739857
ko:K14742;0.813152761;0.807089149;0.746089591;0.748521852;0.797442096;0.781077747;0.812832469;0.80580102;0.775826471;0.748634969;0.802285276;0.757385737;0.732530893;0.721715401;0.718319842
ko:K15022;0.839557227;0.82139597;0.836695051;0.913370095;0.814585682;0.89753929;0.708932913;0.806577427;0.660402476;0.79358363;0.762587576;0.772802855;0.858737564;0.697911151;0.71060687
ko:K15051;0.766630164;0.705744157;0.572365084;0.899125893;0.765885759;0.873978883;0.610627815;0.584635436;0.601274459;0.668255992;0.638944212;0.602089594;0.589541011;0.68951674;0.681326183
ko:K15342;0.829849986;0.776995548;0.74891457;0.808957788;0.814428564;0.826871072;0.706557489;0.811698493;0.724042405;0.761518718;0.854605135;0.89489032;0.821283023;1.088.311.082;0.875085886
ko:K15460;0.753907269;0.75304067;0.708453636;0.698480375;0.772181714;0.701066987;0.806051944;0.83609296;0.823968819;0.754833305;0.746343731;0.747592579;0.818950575;0.835003971;0.83760571
ko:K15580;0.913542491;0.983353314;0.912935443;0.885333053;0.981675595;0.911601371;0.832311471;1.107.791.027;0.850770993;0.861191527;0.954200825;108.268.335;1.153.275.533;1.117.603.672;1.101.097.142
ko:K15581;0.814191891;0.770767437;0.730935498;0.778143439;0.817469253;0.740539172;0.641029175;0.720811113;0.681447258;0.739119431;0.771562172;0.818423973;0.890121637;0.741951885;0.821650908
ko:K15582;0.862189197;0.787774156;0.750093205;0.793271134;0.690182104;0.804711215;0.759081958;0.71632179;0.767245978;0.658496489;0.803458109;0.837367464;0.935040581;1.097.431.951;1.000.858.775
ko:K15583;0.771153546;0.824284362;0.729970385;0.757107694;0.762473042;0.789918947;0.800482347;0.82719958;0.722693286;0.674427468;0.743618055;0.836646522;0.754949469;0.83069992;0.732919655
ko:K15633;0.884669931;0.814315678;0.798791376;0.822790345;0.880341184;0.811742589;0.936864046;1.111.977.679;1.012.092.852;0.883981186;0.863981012;0.731931202;0.93898439;0.869620115;0.913135006
ko:K15635;0.749848822;0.886000764;0.768362718;0.800723212;0.79659034;0.790157215;0.697295059;0.872177395;0.714288732;0.637488135;0.682555074;0.758081016;0.773002699;0.844262652;0.804879801
ko:K15669;0.84558766;0.75419318;0.712324693;0.934460387;0.864357055;0.904388759;0.644500281;0.702782086;0.703306457;0.726470822;1.228.978.861;0.794441237;0.751689253;0.71286135;0.714783333
ko:K15738;0.712046719;0.705430421;0.697331737;0.714470548;0.710761569;0.71200583;0.724232304;0.815287105;0.746929722;0.680897623;0.69654129;0.754809852;0.736016474;0.677738112;0.71758905
ko:K15771;0.832416711;0.790184033;0.835871373;0.764969765;0.72996696;0.763070949;0.678814222;0.926446135;0.706934471;0.794178549;0.738207576;0.643026184;0.559891237;0.5069461;0.612564149
ko:K15923;0.722197731;0.720798928;0.671947929;0.755532596;0.713563457;0.758591645;0.739143497;0.832424146;0.730399073;0.678268783;0.710419356;0.716028061;0.718779013;0.694990878;0.698790072
ko:K15986;0.789107462;0.871017549;0.740732036;0.818447948;0.861941279;0.809703722;0.850193651;0.897895926;0.851037202;0.843733477;0.69737808;0.753508527;0.703690255;0.644114352;0.687972477
ko:K16785;0.805456005;0.763972426;0.715108153;0.789366026;0.94071149;0.799716935;0.806307042;1.012.464.787;0.810255178;0.719434494;0.805265915;0.722127149;0.780706606;0.804393565;0.809396398
ko:K16786;0.746212397;0.741072525;0.691911223;0.757157899;0.835591959;0.739800605;0.739654774;0.97391824;0.742194105;0.751791354;0.69601033;0.651436046;0.686004874;0.646721716;0.645008913
ko:K16787;0.746875618;0.744389078;0.694608731;0.750811553;0.842207677;0.739093641;0.73227225;1.007.384.121;0.726467528;0.729690195;0.705210801;0.651436046;0.666355912;0.646850091;0.667699654
ko:K16788;0.748828658;0.770458467;0.805934101;0.731255713;0.829553823;0.746473183;0.893353473;0.936345803;0.819675179;0.753101965;0.878145158;0.68334489;0.774718481;0.664703197;1.014.916.679
ko:K16898;0.793344282;0.809956389;0.768293618;0.815706588;0.818389496;0.855108008;0.782944944;0.798902868;0.789202344;0.703673157;0.673868695;0.734715141;0.79124845;0.722716408;0.716621255
ko:K17213;0.952500274;1.222.360.896;0.589466949;1.294.635.243;0.728938009;0.988592104;0.861520195;0.73704762;0.857812688;0.822505762;0.700544465;0.889141023;0.695265413;0.667005734;0.835473336
ko:K17318;0.851639472;0.891220202;0.728653816;0.708752515;0.878731986;0.707167719;0.681759728;0.941320107;0.702560961;0.774658317;0.886764556;0.813281546;0.692891428;0.754136666;0.796899708
ko:K17319;0.780809728;0.826413002;0.693381316;0.661027121;0.788837962;0.67688047;0.643279558;0.745597465;0.660423228;0.716894871;0.613700991;0.742858733;0.782224267;0.724654726;0.734084426
ko:K17320;0.897229367;0.873347654;0.683054233;0.670309819;0.80703519;0.691408766;0.690573304;0.919917261;0.723582906;0.691960505;0.785430226;0.670691271;0.675628163;0.753686301;0.775352581
ko:K17686;0.813549046;0.751496315;0.790722769;0.766299008;0.814522526;0.774226765;0.69749307;0.883410859;0.677047978;0.678396682;0.703083041;0.676768378;0.721700322;0.698283105;0.6995295
ko:K17734;0.647302761;0.754467015;0.827533975;0.805717599;0.693301004;0.813927216;0.714967749;0.750689456;0.699627026;0.768722575;0.636402889;0.683469119;0.677138339;0.652783603;0.665164895
ko:K17758;0.742214018;0.746840734;0.72268971;0.739967577;0.739089491;0.74461999;0.701244457;0.806430467;0.680360075;0.687293957;0.679959482;0.71225068;0.664375535;0.716281826;0.685998214
ko:K17759;0.742214018;0.751174669;0.72268971;0.74053664;0.739089491;0.744034003;0.701244457;0.806430467;0.680360075;0.687293957;0.679959482;0.709770696;0.666336638;0.716281826;0.685998214
ko:K17828;0.794386753;0.805929759;0.668255522;0.742476563;0.817564439;0.771747099;0.952375111;109.545.666;0.860278201;0.853341463;0.891394276;0.754619853;0.820043849;0.778247074;0.855277254
ko:K18331;0.877802491;0.830044849;0.851763111;0.89737368;0.986301075;0.820016053;0.985731148;1.258.115.546;0.980095403;0.750716313;0.76904282;0.847210451;0.717545163;0.886151024;0.868438708
ko:K18332;0.866142112;0.86375653;0.841782231;0.8291732;0.948415918;0.858699717;0.751627594;1.002.970.191;0.736045466;0.768818222;0.79595903;0.679463049;0.761268807;0.764352739;0.723594197
ko:K18346;0.795817027;0.769316909;1.260.007.443;0.818498189;0.868348361;0.791818224;0.642655332;0.891645048;0.649585735;0.694972197;0.629456039;0.70561009;0.648439333;0.772835286;0.7504269
ko:K18350;0.837904599;0.780703124;0.814417125;0.624604086;0.866029843;0.622198746;0.828545139;0.727357922;0.812539575;0.756339652;0.807065819;0.965535302;0.705171083;0.735253671;0.754097189
ko:K18475;0.720347839;0.707077555;0.672151072;0.847713997;0.725196725;0.802450039;0.63538861;0.782360755;0.620004644;0.627532665;0.698518101;0.643000959;0.659010972;0.632648733;0.626790437
ko:K18672;0.789791432;0.803378213;0.735788267;0.771292085;0.810277034;0.805351606;0.729926704;0.741310697;0.705452591;0.714455673;0.747654159;0.723813631;0.828915817;0.769717622;0.755454442
ko:K18682;0.864645201;0.804868338;0.708398773;0.806281158;0.865655175;0.764918038;0.851822827;0.816210067;0.669947476;0.709619868;0.830748237;0.746829016;0.758135842;0.779761452;0.730045066
ko:K18707;0.76905932;0.757605926;0.730543562;0.763298544;0.787722506;0.755727416;0.812862882;0.845036813;0.742217316;0.734668728;0.674320477;0.699180193;0.704949938;0.715758868;0.708461248
ko:K18856;0.720663656;0.637151277;0.698879631;0.716331803;0.757430141;0.721078461;0.941944593;0.696448818;104.156.767;0.719215497;0.929992872;0.686545139;0.737796123;0.823368193;0.819777027
ko:K19055;0.798508476;0.761476845;0.748274902;0.792009276;0.836661458;0.831748394;0.668639798;0.686686941;0.634213111;0.826002392;0.721892127;0.720129509;0.660909656;0.736869479;0.632941439
ko:K19082;0.768914886;0.77046244;0.675370338;0.706068667;0.764873268;0.716799896;0.750362444;0.855084462;0.714600667;0.70860576;0.648731677;0.734275667;0.72503744;0.716528047;0.724546423
ko:K19225;0.820267869;0.804198697;0.545847887;0.769722738;0.76648014;0.71928881;0.751829984;0.722347325;0.719177421;0.927562878;0.644269214;0.818255617;0.766561834;0.865435514;0.80626252
ko:K19285;0.683020872;0.678102366;0.652293348;0.625596889;0.68861055;0.67554302;1.082.253.083;0.752580825;0.833157046;0.598330256;0.598655947;1.010.819.739;0.729729794;0.567876037;0.891932943
ko:K19294;0.817392919;0.726897479;0.755652424;0.807846434;0.838247012;0.812516214;0.682397293;0.742685208;0.681145942;0.678921309;0.742808045;0.644009836;0.721928498;0.693849678;0.709527075
ko:K19302;0.745728337;0.910047481;0.742559285;0.760231056;0.875816938;0.763604438;0.776004208;0.931442309;0.762981263;110.642.562;0.942160184;0.80243663;0.750955354;0.693822084;0.742699741
ko:K19350;0.727406628;0.694652983;0.697477345;0.679518599;0.728520954;0.670967442;0.724798913;0.738540359;0.651060685;0.705399435;0.67747834;0.771678057;0.679413444;0.693113147;0.818649656
ko:K19405;0.851364432;0.845103288;0.660832822;0.807143856;0.873386236;0.869841292;0.746494843;0.834878539;0.736248278;0.656643125;0.681566947;0.719281262;0.6746729;0.682819032;0.722883508
ko:K19689;0.785935066;0.820396304;0.748822908;0.769376161;0.876050883;0.766775634;0.766761775;1.070.482.024;0.838134596;0.642107955;0.768889091;0.684725169;0.941239547;0.734459524;0.730319836
ko:K19955;0.781339633;0.907338506;0.664563666;0.778559879;0.82217388;0.808048195;0.691497429;0.804667374;0.719867944;0.699099232;0.712647727;0.697806058;0.822795955;0.723000136;0.752720324
ko:K20038;0.703992806;102.475.056;0.856742764;1.097.067.469;0.871308341;1.060.721.506;0.891556644;1.018.109.884;0.86147948;0.769018553;0.788121943;0.744392538;0.821218584;0.705406389;0.682767561
ko:K20074;0.756229933;0.769795375;0.674746071;0.782128468;0.775460941;0.766476152;0.744313747;0.759561349;0.751947719;0.607306594;0.690201976;0.850903233;0.665521983;0.652386652;0.692877217
ko:K20444;0.771993752;0.861710282;0.730481815;0.867278279;0.758879895;0.83947517;0.652459819;0.705883527;0.678024771;0.730305593;0.733272368;0.763757631;0.611334278;0.675608079;0.693000265
ko:K20452;0.778955823;0.771111666;0.744514981;0.697009721;0.752162035;0.708226486;0.71827308;0.722172709;0.775772001;0.582248565;0.68741787;0.689475926;0.675795198;0.91464947;0.800452982
ko:K20534;0.814237288;0.829834269;0.922814895;0.976866004;0.887316568;0.954272509;0.655678589;0.667493867;0.64798491;0.583162546;0.686501772;0.690086001;0.790625993;0.690454219;0.69725816
ko:K20810;0.740795421;0.767038417;0.644290283;0.705942573;0.771216818;0.759139046;0.669742208;0.979769356;0.691891219;0.63272218;0.708144081;0.70121451;0.701078029;0.725728629;0.728767548
ko:K21071;0.848720569;0.850142709;0.782104661;0.88356658;0.843215225;0.89116708;0.790256729;0.791276381;0.808803175;0.785764866;0.724974063;0.844534559;0.773673595;0.729009615;0.742458981
ko:K21395;0.888852391;0.835303188;0.685354081;0.80360973;0.787301763;0.859405528;0.613826252;0.739951131;0.616152927;0.953482709;0.807732434;0.663917232;0.700834329;0.659079409;0.747593335
ko:K21449;1.142.306.997;0.770008325;0.688688966;0.789649157;0.770108291;0.790170164;0.939495848;0.880496624;1.015.630.087;0.831997093;0.821096336;0.872225027;1.068.668.492;0.970743615;0.843424115
ko:K21471;0.821479453;0.870813264;0.778407648;0.847871486;0.83499003;0.843842185;0.75144199;0.844810949;0.730933797;0.720043926;0.731928759;0.6958151;0.793261171;0.761505305;0.742001074
ko:K21479;0.752113824;0.764130658;0.727762421;0.676908631;0.688589132;0.668890388;0.846097492;0.834959444;0.67907096;0.712748603;0.640227474;0.702668831;0.865306297;0.70641085;0.715176248
ko:K21572;0.867773752;0.881424363;0.862488924;0.937272673;0.767061914;0.938906399;0.696983623;0.729720165;0.705882636;0.920369969;0.792808716;0.826547581;0.742098151;0.727867503;0.723246299
ko:K21636;0.928182799;0.821018642;0.803681942;0.885888444;0.866209672;0.915253506;0.852102357;0.862370899;0.867789386;0.830198715;0.861366118;0.83215412;0.751527209;0.791660038;0.902844294
ko:K21929;0.741332861;0.682018147;0.656836389;0.760523223;0.894558589;0.784559849;0.701373187;0.783477149;0.701067214;0.79247423;0.71589701;0.679398282;0.750334694;0.926772819;0.788927105
ko:K22132;0.794397562;0.808643023;0.720614747;0.791789408;0.841203536;0.791565663;0.803757851;1.047.014.355;0.788322464;0.762452183;0.716424883;0.789269306;0.773890924;0.968082865;0.879647709
ko:K22230;0.80407107;0.812477815;0.645479609;0.796615345;0.806655717;0.821122718;0.830408059;0.750525787;0.879318347;0.772880756;0.791303115;0.947443725;0.673845004;0.678356722;0.742047918
ko:K22278;0.795042765;0.780956932;0.623726173;0.81084314;0.786615997;0.842419155;0.780419498;0.660481576;0.787787812;0.680162447;0.726284611;0.791321339;0.818812988;0.810535019;0.816183858
ko:K22339;0.86065236;0.819527361;0.867678851;0.9745345;0.908335852;0.879736657;0.985731148;0.889022827;0.980095403;0.750716313;0.896687151;0.694696685;0.752024763;0.808474276;0.73216467
ko:K22445;0.698265186;0.691560615;0.802175317;0.742349743;0.610082957;0.737345343;0.794863618;0.814494977;0.799467508;0.723800955;0.634348248;0.72650185;0.805044497;0.698573811;0.7011102
